ChEMBL_ID,pKi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
CHEMBL35411,7.8,3.695664724460882,-2.4798024385114594,-1.7387770697836018,-0.8864009899986391,-0.8433214450697907,0.14357124332214855,-0.8137716254178579,-0.6984104012191121
CHEMBL36141,8.92,2.7892261236232816,-0.304987613436024,-1.06060143125978,-0.12618887870075796,0.601062497972008,-0.4313780090364306,-0.2700497195461177,-0.1672225219885629
CHEMBL36419,8.64,2.305121440404195,-1.7255746529417897,-1.4356333019194942,-1.508538972475999,0.7612058513576201,0.7255103877049062,-0.6555995844673745,-0.15646986815090577
CHEMBL43713,6.38,1.9598595981659084,-0.4127549232410137,-0.5643451895231065,-0.8889362730561027,-1.7250106119780733,-0.8555688401346111,-0.07990242754993655,-0.13703705154427034
CHEMBL44922,7.28,0.29016744307869735,0.14199702754824364,-0.3614818939597019,-1.228514121491548,-0.9780273600264944,-0.8274729710067852,0.329410938902316,0.8070547420983402
CHEMBL45111,5.55,-3.4910000617460515,-0.06366557934927623,2.0180593599418555,0.8011058595036262,1.3517186332848687,-1.0069814265498784,0.15033411554310136,0.013758286193711463
CHEMBL46536,7.28,0.04408428873987441,-0.8880315431890689,1.1263676843079862,0.7368636258703923,0.1432162509400636,-1.029328957792391,0.5002404866637928,0.31110489624108817
CHEMBL46773,6.0,-0.8011575045703591,-0.780002930925119,1.4064740802131415,0.9027229329204579,0.3506352811627757,-1.0284891137169863,0.17926799375068284,-0.22013765036210398
CHEMBL47068,5.83,-0.6248426410443904,0.3198733585396644,-0.0427448990894976,-1.0289450484767684,-0.7320449448158266,-0.827741493017282,-0.07612039594559429,0.36906293953068764
CHEMBL50674,7.62,-0.3946821539243437,1.3809254613936985,1.9610758723223494,1.8614380832082849,-0.6216795480083622,0.07038243759361028,-0.15613136155152088,-0.19503350755893867
CHEMBL50886,5.99,0.2497813980635208,0.7889012725545348,2.4516308597525445,-0.42475857100515685,-1.2965903550781088,-0.5381832410107092,-0.5286216863529682,-0.042434481672832765
CHEMBL50997,7.72,0.24978139806352062,0.788901272554535,2.4516308597525445,-0.42475857100515674,-1.2965903550781088,-0.5381832410107092,-0.5286216863529684,-0.04243448167283254
CHEMBL51454,7.23,-0.05407412271152639,0.6004366370937699,2.436909244879347,-0.45611361602747935,-1.1563587579556627,-0.5707928662596271,-0.62265186896302,0.05230239956980687
CHEMBL51896,7.82,-0.5819478536793299,1.3709611486605138,2.311548598513601,0.5666483750016544,-1.5339872429343098,0.663652862860758,-0.5586658287033094,-0.14305600907443627
CHEMBL52334,7.91,0.24978139806352062,0.788901272554535,2.4516308597525445,-0.42475857100515674,-1.2965903550781088,-0.5381832410107092,-0.5286216863529684,-0.04243448167283254
CHEMBL65917,6.7,-2.2048513351953796,1.6985442991275665,0.48506891555015746,1.5627148019534536,1.6223666395110965,-2.080812685543624,-0.27820417440948103,-0.9274870396071685
CHEMBL70265,5.0,-0.8749526214790372,1.7343617078276352,-1.8037555945092654,1.3249688001122497,0.769884221588119,-2.6602767824557465,-1.0391949450506648,-0.11260501837086995
CHEMBL70336,5.21,-0.7092882482081774,0.9043960463593227,-2.2990100047332764,1.4698240710110624,1.0297916591529288,-2.753349972589974,-0.515893504386311,-0.20230249187750082
CHEMBL70690,5.29,0.5777464399701425,-0.13203993523164811,1.5998887405649052,2.5040152125335275,0.38465347119066423,-1.8095498932637544,-0.626291707275047,-1.0290153442030003
CHEMBL72319,5.21,-0.043680495837221535,0.31843698710278046,-2.9341345037042226,2.8742402441651222,-0.3206962639394162,-1.4106469531211627,-0.918220681632565,-1.4660719243623017
CHEMBL72650,5.1,-0.42396411417406127,0.45395315124256774,-2.8483505879347892,2.9503608721439734,-0.1899449004625338,-1.4054268927890352,-1.1241084567114155,-1.3713469078229363
CHEMBL76603,7.0,1.8416274174826957,-3.1123620947140878,0.21112809022450718,0.07196323363444962,-1.8780992152906772,-0.5051891849605242,-0.010843788716890783,0.4118863238201348
CHEMBL77867,7.6,2.639247659757733,-1.9740045445909589,-1.6764909192420285,-1.3140531015538275,-0.23714605762246757,0.17087296660313256,-0.23556190502615013,0.5907608700189225
CHEMBL79490,6.84,2.7940902745832323,-2.7617118172161783,0.1712611320243146,-0.6150173563453109,-0.2576700727879707,0.6012976030063122,-0.29353300370792046,0.07316068472240159
CHEMBL80245,6.87,3.739298558593273,-0.48753182382899807,1.280213845450066,-0.6912309628704203,-2.3560326322312233,-0.6186356794205867,-0.12933953434178044,0.9308749312673578
CHEMBL89752,7.07,-3.095278833561036,0.7114726239208928,-1.4905863105942248,0.9881196966495078,-0.8806563111583422,1.593642036934169,0.17064685446126807,-1.0133301884963135
CHEMBL104567,8.84,-1.4086295576339232,-3.547635232502918,0.34044240403064774,0.1495530487295058,-0.4904715583615998,-0.32517403382468046,0.4501541498957863,-0.16023420164149915
CHEMBL106627,9.51,-1.5029519404712663,-3.5786984136420097,0.42297042544430186,0.18609451148553058,-0.49084088398553355,-0.3335867610548756,0.42409233894609344,-0.4446656734850226
CHEMBL109386,5.63,-3.576763073776083,-0.8945185416988065,-0.31404217147557506,1.237826835443735,0.6947294562691912,-1.4688078090047723,-0.7399381693493301,-0.7112245909737192
CHEMBL110967,5.08,-4.430395789898151,-0.09519808702972556,-0.0947621620529333,0.5180586737162152,1.5285070730353127,-1.3069241493810138,0.6162585137661297,-0.37824139519192784
CHEMBL111498,4.38,-5.151402839594696,-0.36521806049794775,-0.028882259492282125,0.9244115170691113,1.4065678580693624,-1.4462109791929372,-0.33937024250051906,0.018972657970685432
CHEMBL112125,5.58,-2.0379750211638896,-1.4647862384309123,-0.9719854795834434,0.565525099115398,0.742550102800943,-1.4490095455255618,0.1605911880646837,0.3263984866704414
CHEMBL112817,4.97,-3.768558955925216,1.104023615821467,0.7350393936114425,-1.1427496995918378,1.0515094997810042,-0.36125967537407383,-0.8885553160237339,0.46383340066991724
CHEMBL113144,8.24,0.4667943140334527,1.3205757526064577,1.8322113634753334,-0.31299047018149645,0.03828202040201506,2.035618947312595,-0.53419932847148,-0.1992951308068047
CHEMBL113195,7.5,-0.4148043684409656,0.23067839950881464,1.5206618673995167,0.13098897850464641,0.38475076126930674,1.802049733965438,-0.7451776181590745,-0.05099297180413151
CHEMBL113336,5.57,-4.352374019079933,-0.0684760813692325,-0.12516407169713867,0.4258133819880369,1.7099028021770695,-1.2216055593705963,0.6149514079092033,-0.6928163588640632
CHEMBL113479,5.49,-3.231648387990594,1.1491162849208778,0.6511756351699763,-1.240379878841998,0.2807598201197146,-0.7813151601330733,0.30946932614124406,0.2548760633835026
CHEMBL113480,5.39,-3.716650573527144,1.0697303135088092,0.6975309488599172,-1.0575148460948887,0.36136608514255025,-0.8055269112615492,-0.24066395460565082,0.31006134597396035
CHEMBL113621,10.4,-2.495480063225433,-1.375848072935202,-0.8126169821483413,0.6653096356227874,0.8655413104062771,-1.44914380653081,-0.042174479359271086,0.10740258538661486
CHEMBL120901,7.5,-2.195706683595086,3.0057879416733537,3.727490328564101,-0.7970070781642824,-0.30907879448275155,-0.5560937538891266,-0.9377007190755298,0.517346125338875
CHEMBL136154,9.0,3.7136442382275145,-0.9371654817164139,-0.9896353111087617,-1.1095335597640494,-0.8731513040973375,0.11822497428092435,-1.1637433234342789,-0.8554538866229862
CHEMBL136249,8.28,2.130369182507447,-1.893719750215823,-1.325182035893492,-1.1286696819207167,-0.12169090562933996,0.15695989403837074,-0.5326009661235621,-0.06465528998309858
CHEMBL136566,7.48,4.297434801931567,2.476339054562541,1.396419744293314,1.4924028897355726,0.9411019082637314,-1.6721435218552954,3.046872931360364,-0.8882178084590313
CHEMBL137020,8.79,3.818375613211191,-1.8427924534510256,-1.4854493424095203,-0.9747162043478165,-0.5571720388403956,0.006101462959864993,-0.6982652061954362,-0.8319286653224741
CHEMBL138156,7.84,3.3824247178084796,2.6542153855539623,1.7151567391635185,1.6919719627503529,1.1870843234743986,-1.6724120438657921,2.6413415965124525,-1.3262096110266837
CHEMBL138651,7.5,2.819447593874014,0.8991483844286166,1.6006307498127041,0.048412286744717134,-0.36920848877308543,-1.2038553061851693,1.256941769887669,0.46415733861690567
CHEMBL145867,5.04,-2.2140119938815985,-0.2166453200804103,-0.5456236312663226,1.8498208578452227,1.5264230533624508,-2.2053320280054973,-0.31225865620913107,0.6254029134936848
CHEMBL159445,8.39,4.002408592884288,-0.6202006247830649,-1.107131472281238,0.03639267498593722,0.4954017756233758,-0.6890893363244653,-0.8308086268437742,-0.5485823566773025
CHEMBL159982,7.51,3.879697704133979,-1.2572106098434983,-1.36045919965532,0.1247078893351144,0.20925236939398098,-0.5516195559621817,-0.9463150460661958,-0.4150640925739404
CHEMBL160073,9.15,3.7332876450076733,0.20261567115033025,-1.5430691432775587,1.9341082042165687,0.72995648400683,0.2522591045493,-0.5180841555046335,-0.5490091504176614
CHEMBL163163,7.21,4.266684687771037,0.09703828557956544,-1.0108545746723452,1.1338933235896513,1.0939147840744095,-1.1984116973032244,-0.8703387154500419,-0.48581991201329017
CHEMBL163272,8.1,3.879697704133979,-1.2572106098434983,-1.36045919965532,0.1247078893351144,0.20925236939398098,-0.5516195559621817,-0.9463150460661958,-0.4150640925739404
CHEMBL164270,8.19,3.8976772179006125,0.28542634695154745,-0.6113174409804797,-0.0984246804302958,0.17942251036643395,-0.5769658250034057,-1.2962867440826165,-0.5721075779778146
CHEMBL164297,7.79,4.266684687771037,0.09703828557956544,-1.0108545746723452,1.1338933235896513,1.0939147840744095,-1.1984116973032244,-0.8703387154500419,-0.48581991201329017
CHEMBL169971,7.66,-2.9104764858649124,-0.07362889859391832,2.2555308581104656,-0.32359228021756037,-0.09697919752695629,-0.49017790639351955,-0.3292599476117986,0.5920932833257814
CHEMBL178773,7.66,0.13294319196838275,0.14544929456002398,2.0518968570990865,-0.6039522063642622,-0.5917777516659307,-0.5183514901674607,0.6087824577413085,-0.7190303250924488
CHEMBL179498,8.19,-1.3404886236125517,0.6795214025836167,1.9447080467880413,0.8212501295097279,-0.9821761009329122,0.5767740692816153,-0.39392245294339406,-0.1825421094285315
CHEMBL180918,8.19,-0.10550584099051287,0.07941712142971723,2.063926244660408,-0.5228318027613171,-0.5590781808325894,-0.5274048801939962,0.35148952529395844,-0.7310281591578652
CHEMBL181557,7.91,-1.3404886236125517,0.6795214025836167,1.9447080467880413,0.8212501295097279,-0.9821761009329122,0.5767740692816153,-0.39392245294339406,-0.1825421094285315
CHEMBL181609,7.28,-0.9150829499229336,-0.04004465392460592,2.175009394123174,-0.145976849141865,-0.6119609507620165,-0.6520935824348297,-0.49017699789555386,-0.2940847962393977
CHEMBL183259,7.35,-1.7548011348989492,0.31394626738271636,1.1479325993429528,0.9194520871595849,1.3727612573867385,1.037279151643041,1.3084326964745223,0.3247847655519506
CHEMBL184123,7.97,-0.2878205760726566,0.30534408823697856,1.641381238764902,-1.6307626719274624,1.3892842581000553,0.7564290765375087,0.6153061386096949,0.7915278043322042
CHEMBL184807,9.14,-1.7623240106972127,0.9237737764011456,1.6825229767357124,-0.181537011462814,0.34395353155812186,1.4273780993582474,0.6124773566686827,0.5792669546681656
CHEMBL185608,8.63,-1.794423379069139,0.2931458853886335,2.0721928215059475,-1.0489794536070167,0.8371598893343516,0.19837618663655399,0.3134571442925675,0.24872836657347341
CHEMBL186119,9.24,-2.2198290527587567,1.0127119418968564,1.841891474170815,-0.08175247495542427,0.46694473916345575,1.4272438383529993,0.4097116892447278,0.3602710533843394
CHEMBL186306,9.07,-1.9813800197998606,1.078744115027163,1.8298620866094937,-0.16287287855836943,0.43424516833011434,1.4362972283795348,0.667004621692078,0.3722688874497556
CHEMBL187299,9.28,2.799381610922143,4.321165841489224,3.512843568667411,-1.6902419871161745,-1.3577939444655933,-0.3484953579609356,0.4783753303382727,0.06597461001983453
CHEMBL199407,7.36,-0.6508068550361849,0.6771942564380243,2.2712862917320664,0.9515237994618497,-0.013447942310982636,-1.1614159434135891,-0.5297070865018221,-0.23132235157538522
CHEMBL199451,5.8,-0.6508068550361849,0.6771942564380243,2.2712862917320664,0.9515237994618497,-0.013447942310982636,-1.1614159434135891,-0.5297070865018221,-0.23132235157538522
CHEMBL199512,7.22,1.2508520029771995,0.06336775025357347,1.9288937452853379,1.2133166039669718,-0.8270423599810184,-1.1895575107699783,-0.7869443139804186,-0.9892510762102278
CHEMBL199634,7.58,-0.6508068550361849,0.6771942564380243,2.2712862917320664,0.9515237994618497,-0.013447942310982636,-1.1614159434135891,-0.5297070865018221,-0.23132235157538522
CHEMBL199704,8.15,-1.019814324906612,0.8655823178100067,2.670823425423932,-0.2807942045580976,-0.9279402160189578,-0.5399700711137703,-0.9556551151343975,-0.3176100175399098
CHEMBL199743,6.48,-0.09249281276408512,2.6742515890250567,2.556212522527189,1.5202987968786503,-0.6419114934461296,0.011282644115775271,-0.45042099339470637,0.09308926694132298
CHEMBL199850,6.23,0.33291286092553224,1.9546855325168342,2.786513869862321,0.553071818227058,-0.2716963432752339,-1.21758500760067,-0.5466755383468667,-0.01845341986954293
CHEMBL200044,8.43,-1.4452199985962293,1.5851483743182289,2.4405220780888,0.6864327740934949,-1.2981553661898537,0.6888975806026748,-0.8594005701822374,-0.2060673307290441
CHEMBL200698,7.85,-1.019814324906612,0.8655823178100067,2.670823425423932,-0.2807942045580976,-0.9279402160189578,-0.5399700711137703,-0.9556551151343975,-0.3176100175399098
CHEMBL200748,7.5,-0.015562690759852907,-0.3962520802146012,1.84318410958385,-0.7783519907371621,0.6837554005233398,0.5929713519801916,-0.8038137901742053,-0.592542915269308
CHEMBL203299,7.6,-0.5266782647165481,-0.5366533595998205,1.882432888166471,-0.41800681276492474,-0.1071774782340359,0.03917377495382254,-0.7047486036460903,-0.37655472370267173
CHEMBL209651,7.19,1.6922517793774645,2.5127238520154727,0.02169721747803538,0.9466011651788658,-1.5270380662191605,-0.17018134589707334,-0.33659868169265267,-0.23900512733981794
CHEMBL209808,6.24,1.7847289385001355,1.7340460898182628,-1.3239858101690463,3.4665728039770602,-2.6663462693341047,2.2407213785692184,-0.5207765441154749,-0.5100144966952865
CHEMBL211077,6.65,0.19022099332588005,0.7391753352678826,-0.8831269936092798,1.32410299297766,-2.460001825735606,1.464845994387706,-0.5072728735638764,0.1886890511442027
CHEMBL211484,6.74,1.0131998555747754,2.1655375910876935,-0.2837557419698242,0.9969277033556923,-2.6317043672411695,1.4088152212270455,-0.708738659043484,0.5947282174891191
CHEMBL211994,6.63,0.48532612460697183,2.936062102654437,-0.40911638833556996,2.0196896943848257,-3.009332852219816,2.6432609503474307,-0.6447526187837733,0.3993698088448759
CHEMBL213627,6.85,0.3774866930808666,0.7491396480010676,-1.233599719800532,2.618892701184291,-1.5476941308096586,0.8715755691205581,-0.10473840641208783,0.13671155265969992
CHEMBL213823,6.22,-1.9849356488715213,0.9255389496920344,0.6459943377270352,-0.6454435213356015,-0.34545452038584545,-1.0827867408485061,-0.8377372340616942,-0.2144764135105291
CHEMBL213921,6.91,-2.8604938403526226,1.026155863827944,0.5719453711216955,-1.304813094229912,0.15395177438546445,-0.790588568386027,0.4915352648835471,0.18781536477489302
CHEMBL214234,8.74,0.0009245987518657796,-2.083165884893503,0.8640139260551959,-0.6840859347243645,0.7450138844146219,0.617764764196275,-0.345961410658294,0.006354448781193032
CHEMBL214567,6.69,-2.089667023855199,1.831165921426647,1.1418083690277938,-0.7802608767518343,-0.661433785642787,-0.9706632295274465,-1.3032153513005373,-0.23800163481104147
CHEMBL214574,7.4,6.947306423409625,3.861287921596922,2.5459083679822316,-1.1066273950603371,-0.5787752991474302,0.0676438923275801,-0.09234784025167193,0.06303578517797523
CHEMBL214923,8.05,1.028939628188588,1.5836556375517954,1.912607553429143,-0.32196636477105817,-0.03757494054707072,1.7756097506380124,-0.5636914467060903,0.28741551736388704
CHEMBL215988,6.71,-3.6749248059937676,1.2236252937915253,0.802591462854431,-1.147567847590643,0.3958511725061433,-0.7811822106462933,0.12410651368060721,0.016531046892853875
CHEMBL216990,7.63,1.1006570246128058,0.8844411419139674,2.2272605086963266,-1.0189390999213626,-0.9246554120477495,-0.34192663385863226,0.43307106375396126,-0.3506671801227194
CHEMBL217018,7.66,1.5581620666743499,0.7955029764182571,2.067892011261225,-1.1187236364287523,-1.0476466196530836,-0.3417923728533839,0.6358367311779163,-0.13167127883889304
CHEMBL217160,7.56,5.632541337113028,2.097703717582518,1.2906114307036642,0.565664140945088,-0.599431363737929,1.1094008073452117,0.13951243502889363,0.4387524651774932
CHEMBL217295,8.47,0.011616097439941665,0.17060274851445847,1.3775949154967915,0.045027042187699595,0.27851007546728995,1.8021943512137983,-0.5781534526245539,0.2054907336595247
CHEMBL217456,8.09,2.8268604280628367,0.5972750845564411,1.664803408458969,-1.58854695294482,-0.03633341319217648,0.5471448819373124,-0.05164898938638602,0.8328605344045
CHEMBL217627,7.89,-0.3946821539243436,1.3809254613936983,1.9610758723223491,1.8614380832082849,-0.6216795480083623,0.07038243759361028,-0.15613136155152066,-0.1950335075589389
CHEMBL218082,9.38,-2.8435211400040763,0.19200951704457817,2.34363590681189,-0.5669807717939612,0.16204431296331342,-0.3595424422591525,0.214373817399397,-0.07507516990143107
CHEMBL245637,6.14,-0.6134186233307983,2.3269018905495273,0.3672900793607007,-0.5491431304583287,-1.1069504361937317,0.3423897065548293,0.1798048544046843,0.47010520195500377
CHEMBL245638,6.73,-1.5437562670822977,1.6391683801970292,0.17751791098768313,-0.21532537892599574,-0.5732953827458236,0.25424589611204845,0.31877946342007496,-0.18755636978445137
CHEMBL245639,6.68,-0.8870556433153537,3.00118568125943,0.7499781235813741,-0.5621548462912862,-0.7297877678402096,0.20362156946952198,0.15848031220481534,0.05304403761182872
CHEMBL245913,5.6,-2.628870595022767,1.9948987728420748,-1.987641825948941,0.4662923548978191,1.1608109899145505,-0.08690161277089889,-0.2888647211323245,-0.44462922056808135
CHEMBL245915,5.44,-2.7940173390606042,1.0476887655885927,-2.4195537223391588,0.8690346708785449,1.2664660116540605,-0.29174873184515343,-0.2675339005108153,-0.10428551354253449
CHEMBL246118,5.74,-2.5580124749006092,1.238322767644747,-2.4390783112098693,0.6455468602727584,1.4690114916428467,-0.1766736531617059,0.13796157500893838,-0.44631428411468976
CHEMBL246119,4.17,-2.1966742942017525,3.449779114660498,-1.575101510537702,1.7634075951761101,1.6908110511673926,-0.7995227736247601,-0.5512062176291503,-0.30160981970978107
CHEMBL246120,4.85,-2.1258161740795942,2.69320310946317,-2.02653799579863,1.9426621005510498,1.9990115528956889,-0.8892948140155669,-0.12437992148788783,-0.30329488325638987
CHEMBL246388,5.55,-2.864875459182762,1.8042647707859205,-1.9681172370782307,0.6897801655036054,0.9582655099257641,-0.20197669145434652,-0.6943601966520783,-0.10260044999592569
CHEMBL247284,7.85,0.3607384317529827,4.87097491886386,1.1467536440822703,0.09611703277201095,-0.5516151616559332,-0.05819190460956515,0.41446508653561853,-0.15294738517326037
CHEMBL251242,7.38,0.7895604066089871,0.10082175743012885,-0.8460809037010141,-0.7114804857849352,1.916114324188886,-0.3874736271592926,0.1686729585977224,1.0291358019136883
CHEMBL252758,7.47,-0.25429866899355236,-0.01598491757891512,-0.5658498709149794,-0.3384865250942292,1.9009389315807752,-0.5018360404334363,-0.5152460293712247,0.7957564699005447
CHEMBL252759,8.03,3.4844758176639323,-0.8486681881179958,-0.5740197283012245,1.0105473070042634,0.06240483916869513,0.9477660540725075,-0.061169875147051085,0.1860675071667473
CHEMBL254843,7.0,4.456380461749784,-3.9043489400757,5.420016959437876,1.5862267943498167,0.7351749229122666,1.215615774034469,1.0244208422545038,0.7879528770197232
CHEMBL255054,7.75,3.901870716485921,0.694115464632515,0.1762516288779879,0.7815599931770599,-0.027237834416278753,0.9021507670803247,-0.41343177593146335,0.2897405666478341
CHEMBL255055,7.19,0.1459202434182273,-0.061315396090049344,-0.6989170923480656,-0.4124105414084796,1.8052327895411744,-0.502687675937654,-0.3799757580465097,1.0759268465720346
CHEMBL255065,8.89,3.2590945965581986,-2.856814079344339,0.008281924522057513,-0.717713124943072,-0.38454983896425815,0.6012508944708777,-0.08282875594015206,0.2845493762120144
CHEMBL258511,7.54,0.8471538221813282,1.1055453829721353,-1.765754835608903,3.364348441536435,-2.0133545971731697,2.0432999538649135,0.19929624415564196,1.1525995915027814
CHEMBL260151,6.83,1.96931615262185,-1.1100992239263137,0.44885375650130144,2.08837683860165,-1.306649551918234,0.021085890547800155,-0.010071175844098659,0.6802246526362535
CHEMBL261737,7.95,0.7020271547657846,0.5776755467405151,-1.623875952900365,3.856625962982338,-0.6258150150944839,0.26263402226562527,0.3022881748555706,0.18393544179462235
CHEMBL263636,7.7,2.5887838734854607,-1.0745722744023696,0.3510621233540989,1.6775880623838846,-0.574919138523085,0.5758005078762755,0.019102561795834902,0.3258907030600352
CHEMBL265454,6.19,2.1312788314239173,-0.9856341089066595,0.5104306207892011,1.7773725988912743,-0.4519279309177514,0.575666246871027,-0.18366310562811955,0.10689480177620896
CHEMBL273878,7.82,2.357125863292586,2.533932826150188,1.9911997511708668,2.064004167733306,1.1645341340696502,-1.7898532503294848,1.9669840065978885,-1.5572347986807127
CHEMBL275707,7.01,-0.7874468711629725,-0.42017457452531615,-1.1126755045669943,3.020738689773778,0.3769583508865934,-1.0496690057632316,-0.42135409072804797,-0.24795517700830091
CHEMBL278165,6.02,-2.686529232142787,1.1348239760357839,-2.173543167926043,-0.4318933535202958,-0.3332245928188369,-0.12138334831424254,0.17764110153891502,0.13143541919256682
CHEMBL278809,6.09,-3.009531537010372,1.8968735161798187,-2.6764861936523223,1.7902539841494787,0.2272571976917401,0.5226081726568457,0.8834145872361074,-0.17396868832764512
CHEMBL281288,9.23,-4.085989953646527,-2.8575379126699696,0.9396983607963285,0.04008672954110015,0.49933347433827097,-0.3035438770811369,0.4382837175237638,0.04158546626644145
CHEMBL281388,7.58,1.4543453018782053,0.8640895810435726,2.1429089007642754,-1.289193343422651,0.3326402096238253,0.5467420989215673,-0.6599459916582501,0.17587283055302086
CHEMBL281594,7.92,2.8232806394308296,-0.7514127159229975,-1.2981730491137462,-0.30294422222007344,0.8154277568413042,-0.5243178326811975,-0.3681053256744882,0.8741071786640945
CHEMBL283154,7.04,3.6866828169923545,0.23669039496343985,1.6906921184706638,-1.0877917334984297,-0.5454519348929339,0.5251001507492108,-0.8337777808746236,-0.27701900728662116
CHEMBL284002,6.76,-1.8471699233730727,0.3595448297221982,-2.099711790606784,-1.5698281922540984,-0.028220124208791903,-1.3461364261898126,0.4574704962947394,0.24536743223004653
CHEMBL284096,8.68,2.8420320083388146,-1.6804819838423786,-1.5194970603609599,-1.6061691517261585,-0.009543828303669372,0.30545490294590666,0.5424250576976016,-0.3654272054373205
CHEMBL285673,8.24,2.121024958642272,-1.9505019573106015,-1.4536171578003094,-1.1998163083732631,-0.13148304326962093,0.16616807313398296,-0.41320369856904493,0.03178684772529274
CHEMBL286949,7.85,4.885590432447638,1.9716067407113245,0.6914792070082427,0.38310801194226796,-0.2854862353805298,0.8459817028932443,-0.43040022777650766,0.5026094983536759
CHEMBL286991,9.05,2.728958256593487,-0.7824758970620901,-1.2156450277000923,-0.26640275946404884,0.8150584312173702,-0.5327305599113927,-0.3941671366241808,0.5896757068205709
CHEMBL289013,7.88,2.7777255824092166,-0.5884846562481998,-0.8811569452066185,-1.5466457757385532,-0.28797542836400714,0.11554374649145657,-0.5735028497843042,0.2723872551215727
