ChEMBL_ID,pKi,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,HeavyAtoms,NumRings,NumSaturatedRings,NumAliphaticRings,MolMR,NumCarbons,NumNitrogens,NumOxygens,NumFluorines,NumHalogens
CHEMBL540625,6.76,259.393,3.169500000000002,23.47,1,2,2,1,19,3,2,2,78.25280000000006,17,1,1,0,2
CHEMBL541134,6.04,229.32300000000004,2.597500000000001,20.310000000000002,0,2,1,1,17,3,2,2,68.01900000000005,15,1,1,0,2
CHEMBL541895,6.75,229.36699999999993,3.664500000000002,3.24,0,1,1,1,17,3,2,2,72.17600000000006,16,1,0,0,1
CHEMBL541898,5.18,229.32299999999995,2.945100000000002,20.310000000000002,0,1,1,1,17,3,2,2,67.76900000000005,15,1,1,0,2
CHEMBL553859,5.68,233.35500000000002,2.6369000000000007,23.47,1,2,4,1,17,2,1,1,71.15480000000005,15,1,1,0,2
CHEMBL553921,5.2,231.33900000000003,2.3893000000000004,23.47,1,2,1,1,17,3,2,2,69.01880000000006,15,1,1,0,2
CHEMBL554565,6.22,322.23500000000007,4.798100000000003,21.259999999999998,1,2,3,2,21,3,0,1,87.71670000000005,17,1,1,0,4
CHEMBL556366,5.34,161.248,2.1536,12.03,1,1,1,1,12,2,1,1,51.28670000000003,11,1,0,0,1
CHEMBL558394,7.85,298.213,3.9043000000000037,20.310000000000002,0,2,1,1,19,3,2,2,78.03900000000004,15,1,1,0,4
CHEMBL559186,7.46,284.2299999999999,4.725300000000003,3.24,0,1,1,1,18,3,2,2,77.64900000000004,15,1,0,0,3
CHEMBL570638,5.98,203.26,2.7334000000000005,12.03,1,1,1,1,15,3,1,2,58.93970000000003,13,1,0,1,2
CHEMBL570871,5.83,253.267,3.613100000000002,12.03,1,1,1,1,18,3,1,2,63.983700000000034,14,1,0,3,4
CHEMBL576092,5.91,185.26999999999998,2.5943000000000005,12.03,1,1,1,1,14,3,1,2,58.98170000000004,13,1,0,0,1
CHEMBL576508,6.64,219.71499999999997,3.247700000000001,12.03,1,1,1,1,15,3,1,2,63.99170000000004,13,1,0,0,2
CHEMBL578130,7.8,254.15999999999997,3.9011000000000022,12.03,1,1,1,1,16,3,1,2,69.00170000000003,13,1,0,0,3
CHEMBL607001,6.58,389.4890000000001,6.269100000000006,3.24,0,1,4,3,29,5,2,2,111.69400000000002,26,1,0,2,3
CHEMBL607002,7.8,417.5430000000002,6.701700000000007,3.24,0,1,6,3,31,5,2,2,121.17800000000003,28,1,0,2,3
CHEMBL607055,8.22,291.43800000000005,4.728920000000004,3.24,0,1,2,2,22,4,2,2,92.29300000000006,21,1,0,0,1
CHEMBL607056,7.06,431.5700000000002,7.091800000000007,3.24,0,1,7,3,32,5,2,2,125.79500000000003,29,1,0,2,3
CHEMBL607057,9.02,381.56300000000016,6.3418200000000065,3.24,0,1,5,3,29,5,2,2,121.38200000000003,28,1,0,0,1
CHEMBL607058,7.66,437.50500000000017,6.287000000000005,12.47,0,2,6,3,32,5,2,2,118.31000000000003,27,1,1,3,5
CHEMBL607107,8.0,403.51600000000013,6.3116000000000065,3.24,0,1,5,3,30,5,2,2,116.56100000000002,27,1,0,2,3
CHEMBL607109,7.51,313.3910000000001,4.698700000000004,3.24,0,1,2,2,23,4,2,2,87.47200000000005,20,1,0,2,3
CHEMBL610897,9.08,293.794,3.0793000000000017,29.54,0,3,2,1,20,3,2,2,78.88900000000005,16,1,2,0,4
CHEMBL611177,6.95,411.283,3.7448000000000032,29.54,0,3,4,1,22,3,2,2,95.98200000000006,18,1,2,0,4
CHEMBL611178,7.85,409.26700000000005,3.033900000000002,29.540000000000003,0,3,3,1,22,3,2,2,94.37200000000003,18,1,2,0,4
CHEMBL611179,6.3,453.364,4.697300000000004,29.54,0,3,6,1,25,3,2,2,109.97700000000005,21,1,2,0,4
CHEMBL611180,7.52,537.1790000000001,4.349400000000004,29.54,0,3,4,1,23,3,2,2,108.69900000000005,18,1,2,0,5
CHEMBL611181,7.03,475.37000000000023,4.909320000000005,29.54,0,3,4,2,27,4,2,2,115.55500000000004,23,1,2,0,4
CHEMBL611424,7.52,490.1790000000001,4.309300000000004,29.540000000000003,0,3,4,1,23,3,2,2,103.60600000000004,18,1,2,0,5
CHEMBL611426,7.82,425.31000000000006,3.9768000000000034,29.540000000000003,0,3,4,1,23,3,2,2,100.35300000000004,19,1,2,0,4
CHEMBL611427,6.3,453.36400000000003,4.868200000000005,29.54,0,3,5,1,25,3,2,2,110.07100000000007,21,1,2,0,4
CHEMBL1201082,6.11,309.33099999999996,4.435000000000003,21.259999999999998,1,2,6,2,22,2,0,0,79.79870000000004,17,1,1,3,5
CHEMBL1201203,6.93,307.43700000000007,4.417800000000004,12.47,0,2,4,2,23,4,2,2,93.40700000000007,21,1,1,0,2
CHEMBL1203942,6.24,245.36600000000004,3.043400000000002,12.47,0,2,2,1,18,3,2,2,73.80900000000005,16,1,1,0,2
CHEMBL1212960,6.31,393.47700000000003,5.747400000000006,12.47,0,2,6,3,29,4,0,1,111.59300000000005,25,1,1,2,4
CHEMBL1214690,5.6,444.3770000000001,6.915100000000006,12.47,0,2,6,3,30,4,0,1,121.65500000000003,25,1,1,1,5
CHEMBL1214769,5.86,409.9320000000001,6.261700000000006,12.47,0,2,6,3,29,4,0,1,116.64500000000002,25,1,1,1,4
CHEMBL1214770,5.7,435.9700000000001,6.7651000000000066,12.47,0,2,7,3,31,4,0,1,126.57900000000002,27,1,1,1,4
CHEMBL1214771,6.27,375.487,5.608300000000005,12.47,0,2,6,3,28,4,0,1,111.63500000000005,25,1,1,1,3
CHEMBL1214842,5.94,401.52500000000003,6.111700000000006,12.47,0,2,7,3,30,4,0,1,121.56900000000003,27,1,1,1,3
CHEMBL1214843,5.87,425.285,4.545900000000004,12.47,0,2,5,2,23,3,0,1,98.91600000000004,19,1,1,1,4
CHEMBL1214844,5.1,426.53500000000014,5.983380000000007,36.26,0,3,7,3,32,4,0,1,126.28400000000003,28,2,1,1,4
CHEMBL1214907,5.65,378.285,4.703800000000005,12.47,0,2,5,2,23,3,0,1,93.89900000000004,19,1,1,1,4
CHEMBL1214909,5.74,401.5250000000001,6.111700000000006,12.47,0,2,7,3,30,4,0,1,121.56900000000003,27,1,1,1,3
CHEMBL1215759,6.67,378.285,4.703800000000004,12.47,0,2,5,2,23,3,0,1,93.89900000000004,19,1,1,1,4
CHEMBL1215760,5.75,375.4870000000001,5.608300000000005,12.47,0,2,6,3,28,4,0,1,111.63500000000003,25,1,1,1,3
CHEMBL1215761,5.77,390.5020000000001,5.1905000000000046,38.49,1,3,6,3,29,4,0,1,116.04740000000004,25,2,1,1,4
CHEMBL1215763,6.13,400.4970000000001,5.479980000000006,36.26,0,3,6,3,30,4,0,1,116.35000000000004,26,2,1,1,4
CHEMBL1288490,5.46,359.2070000000001,2.475500000000001,38.33,1,3,3,1,18,2,1,1,79.57370000000004,14,1,2,0,4
CHEMBL1289072,5.53,378.2990000000002,4.700200000000005,29.540000000000003,0,3,4,2,25,3,1,1,101.10900000000004,20,1,2,0,5
CHEMBL1289073,5.55,408.3250000000002,4.7088000000000045,38.77,0,4,5,2,27,3,1,1,107.66100000000004,21,1,3,0,6
CHEMBL1289190,5.82,423.29600000000016,4.608400000000004,72.68,0,5,5,2,28,3,1,1,107.76340000000003,20,2,4,0,8
CHEMBL1289191,5.28,447.1890000000002,6.007000000000004,29.540000000000003,0,3,4,2,27,3,1,1,111.12900000000005,20,1,2,0,7
CHEMBL1289302,5.59,457.19500000000016,5.462700000000004,29.540000000000003,0,3,4,2,26,3,1,1,108.80900000000004,20,1,2,0,6
CHEMBL1289303,5.46,504.19500000000016,5.304800000000005,29.540000000000003,0,3,4,2,26,3,1,1,113.82600000000004,20,1,2,0,6
CHEMBL1289420,5.25,454.3970000000003,6.367200000000006,29.540000000000003,0,3,5,3,31,4,1,1,126.54500000000004,26,1,2,0,5
CHEMBL1289421,5.64,385.5070000000002,5.060400000000005,29.540000000000003,0,3,5,3,29,4,1,1,116.52500000000003,26,1,2,0,3
CHEMBL1289533,6.04,364.27200000000016,4.358000000000004,38.33,1,3,4,2,24,3,1,1,96.48170000000005,19,1,2,0,5
CHEMBL1289534,5.9,394.2980000000002,4.366600000000004,47.56,1,4,5,2,26,3,1,1,103.03370000000004,20,1,3,0,6
CHEMBL1289642,5.89,409.26900000000023,4.266200000000003,81.47,1,5,5,2,27,3,1,1,103.13610000000004,19,2,4,0,8
CHEMBL1289643,5.54,433.16200000000026,5.664800000000003,38.33,1,3,4,2,26,3,1,1,106.50170000000003,19,1,2,0,7
CHEMBL1289747,5.65,432.26900000000023,5.376800000000003,38.33,1,3,4,2,28,3,1,1,101.48370000000004,20,1,2,3,8
CHEMBL1289748,5.96,371.48000000000013,4.718200000000004,38.33,1,3,5,3,28,4,1,1,111.89770000000004,25,1,2,0,3
CHEMBL1289854,5.53,451.3040000000002,3.6644000000000023,47.56,1,4,5,2,25,3,1,1,105.73070000000004,20,1,3,0,5
CHEMBL1289855,5.75,466.27500000000015,3.564000000000002,81.47,1,5,5,2,26,3,1,1,105.83310000000003,19,2,4,0,7
CHEMBL1289972,5.36,490.1680000000002,4.962600000000004,38.33,1,3,4,2,25,3,1,1,109.19870000000003,19,1,2,0,6
CHEMBL1289973,6.05,375.4680000000002,4.213000000000004,47.56,1,4,5,3,28,4,1,1,110.51970000000004,24,1,3,0,4
CHEMBL1290067,6.13,390.4390000000002,4.112600000000002,81.47,1,5,5,3,29,4,1,1,110.62210000000006,23,2,4,0,6
CHEMBL1290068,5.49,414.3320000000002,5.511200000000005,38.33,1,3,4,3,28,4,1,1,113.98770000000005,23,1,2,0,5
CHEMBL1290174,5.31,428.35900000000026,5.853400000000005,29.540000000000003,0,3,4,3,29,4,1,1,118.61500000000004,24,1,2,0,5
CHEMBL1290622,6.49,302.2010000000001,3.1777000000000015,38.33,1,3,3,1,19,2,1,1,76.87670000000004,14,1,2,0,5
CHEMBL1290741,5.49,309.4090000000001,3.5379000000000014,38.33,1,3,4,2,23,3,1,1,92.29270000000005,20,1,2,0,3
CHEMBL1290742,6.15,283.37100000000004,3.0241000000000007,38.33,1,3,3,2,21,3,1,1,84.36270000000005,18,1,2,0,3
CHEMBL1516187,6.85,243.375,3.467900000000002,26.02,1,2,5,2,17,2,0,0,76.23940000000005,15,1,0,0,2
CHEMBL1672355,5.12,273.357,2.01,66.15,1,2,5,2,19,2,0,0,76.93080000000003,15,1,2,0,4
CHEMBL1672356,5.8,293.338,3.272700000000002,43.09,1,2,5,2,20,2,0,0,76.29540000000003,15,1,1,2,5
CHEMBL1672357,5.65,326.24800000000005,4.301300000000003,43.09,1,2,5,2,20,2,0,0,86.39940000000001,15,1,1,0,5
CHEMBL1672358,5.71,415.15000000000003,4.5195000000000025,43.09,1,2,5,2,20,2,0,0,91.77940000000002,15,1,1,0,5
CHEMBL1672359,5.66,309.337,2.2882,66.15,1,2,5,2,21,2,0,0,76.84680000000003,15,1,2,2,6
CHEMBL1672360,6.04,342.24700000000007,3.3168000000000015,66.15,1,2,5,2,21,2,0,0,86.95080000000002,15,1,2,0,6
CHEMBL1672361,6.22,431.14900000000006,3.535000000000002,66.15,1,2,5,2,21,2,0,0,92.33080000000002,15,1,2,0,6
CHEMBL1672362,4.78,285.41200000000003,3.597400000000002,20.310000000000002,0,2,5,2,20,2,0,0,85.87900000000005,17,1,1,0,3
CHEMBL1672363,5.02,321.392,3.875600000000003,20.310000000000002,0,2,5,2,22,2,0,0,85.79500000000003,17,1,1,2,5
CHEMBL1672364,5.35,354.302,4.904200000000004,20.310000000000002,0,2,5,2,22,2,0,0,95.89900000000003,17,1,1,0,5
CHEMBL1672365,5.61,443.20400000000006,5.122400000000003,20.310000000000002,0,2,5,2,22,2,0,0,101.27900000000004,17,1,1,0,5
CHEMBL1672368,4.46,370.30100000000004,3.9197000000000024,43.370000000000005,0,2,5,2,23,2,0,0,96.45040000000003,17,1,2,0,6
CHEMBL1672369,4.67,459.2030000000001,4.137900000000003,43.370000000000005,0,2,5,2,23,2,0,0,101.83040000000004,17,1,2,0,6
CHEMBL1672370,5.61,356.2740000000001,3.5775000000000023,52.16,1,2,5,2,22,2,0,0,91.82310000000003,16,1,2,0,6
CHEMBL1672371,5.78,445.17600000000004,3.795700000000002,52.16,1,2,5,2,22,2,0,0,97.20310000000002,16,1,2,0,6
CHEMBL1672372,5.58,391.5360000000002,4.273700000000003,52.16,1,2,9,3,28,3,0,0,115.50910000000005,24,1,2,0,4
CHEMBL1672374,6.71,377.5530000000001,4.747100000000004,35.089999999999996,1,2,10,3,27,3,0,0,115.36910000000003,24,1,1,0,3
CHEMBL1672377,5.54,356.3180000000001,4.393100000000004,26.299999999999997,0,2,6,2,22,2,0,0,96.31040000000004,17,1,1,0,5
CHEMBL1927860,6.89,333.4750000000001,4.975600000000005,12.47,0,2,5,2,25,4,2,2,102.56900000000006,23,1,1,0,2
CHEMBL1927861,7.72,369.4550000000001,5.2538000000000045,12.47,0,2,5,2,27,4,2,2,102.48500000000006,23,1,1,2,4
CHEMBL1927866,7.32,409.5730000000002,6.5460000000000065,12.47,0,2,7,3,31,5,2,2,126.79100000000004,29,1,1,0,2
CHEMBL1927867,8.1,445.55300000000005,6.8242000000000065,12.47,0,2,7,3,33,5,2,2,126.70700000000004,29,1,1,2,4
CHEMBL1927868,6.54,347.5020000000001,5.365700000000006,12.47,0,2,6,2,26,4,2,2,107.18600000000006,24,1,1,0,2
CHEMBL1927869,7.4,383.4820000000001,5.643900000000006,12.47,0,2,6,2,28,4,2,2,107.10200000000006,24,1,1,2,4
CHEMBL1927870,6.61,361.52900000000005,5.755800000000006,12.47,0,2,7,2,27,4,2,2,111.80300000000005,25,1,1,0,2
CHEMBL1927871,7.39,397.50900000000007,6.034000000000006,12.47,0,2,7,2,29,4,2,2,111.71900000000005,25,1,1,2,4
CHEMBL1927872,6.84,359.5130000000001,5.531800000000006,12.47,0,2,7,2,27,4,2,2,111.70900000000005,25,1,1,0,2
CHEMBL1927873,7.68,395.4930000000001,5.810000000000006,12.47,0,2,7,2,29,4,2,2,111.62500000000004,25,1,1,2,4
CHEMBL1927874,6.27,357.49700000000007,4.979000000000005,12.47,0,2,6,2,27,4,2,2,110.34500000000004,25,1,1,0,2
CHEMBL1927876,6.77,373.54000000000025,5.755800000000006,12.47,0,2,7,2,28,5,3,3,114.23600000000006,26,1,1,0,2
CHEMBL1927877,8.4,409.5200000000001,6.034000000000006,12.47,0,2,7,2,30,5,3,3,114.15200000000004,26,1,1,2,4
CHEMBL1927878,8.15,427.5630000000001,6.6851000000000065,12.47,0,2,7,3,32,5,2,2,126.74900000000002,29,1,1,1,3
CHEMBL1927879,8.31,463.5430000000001,6.9633000000000065,12.47,0,2,7,3,34,5,2,2,126.66500000000003,29,1,1,3,5
CHEMBL1927880,8.12,444.0180000000001,7.199400000000007,12.47,0,2,7,3,32,5,2,2,131.80099999999996,29,1,1,0,3
CHEMBL1927881,8.41,479.9980000000001,7.477600000000007,12.47,0,2,7,3,34,5,2,2,131.71699999999998,29,1,1,2,5
CHEMBL1927882,7.89,423.6000000000001,6.854420000000007,12.47,0,2,7,3,32,5,2,2,131.528,30,1,1,0,2
CHEMBL1927883,8.21,459.5800000000001,7.132620000000006,12.47,0,2,7,3,34,5,2,2,131.444,30,1,1,2,4
CHEMBL2079586,7.36,277.33899999999994,2.5650000000000004,29.54,0,3,2,1,20,3,2,2,73.83700000000005,16,1,2,1,4
CHEMBL2112508,7.24,401.45300000000015,4.095100000000003,38.77,0,4,5,2,29,4,2,2,104.21200000000005,23,1,3,2,6
CHEMBL2112509,7.12,415.48000000000013,4.485200000000004,38.77,0,4,6,2,30,4,2,2,108.82900000000005,24,1,3,2,6
CHEMBL2112510,6.82,429.5070000000001,4.873700000000005,38.77,0,4,6,2,31,4,2,2,113.42400000000006,25,1,3,2,6
CHEMBL2112511,6.92,477.5510000000003,5.665500000000006,38.769999999999996,0,4,7,3,35,5,2,2,128.43400000000003,29,1,3,2,6
CHEMBL2112512,6.83,443.5340000000001,5.121300000000005,38.77,0,4,7,2,32,4,2,2,117.99300000000007,26,1,3,2,6
CHEMBL2112513,6.97,463.5240000000002,5.527700000000006,38.769999999999996,0,4,6,3,34,5,2,2,124.27300000000002,28,1,3,2,6
CHEMBL2112514,6.77,491.5780000000003,5.708000000000006,38.769999999999996,0,4,8,3,36,5,2,2,133.30099999999996,30,1,3,2,6
CHEMBL2112515,7.09,437.50800000000015,3.6507000000000023,55.84000000000001,0,5,6,2,30,4,2,2,108.42280000000005,22,1,4,2,8
CHEMBL2112516,6.76,449.49700000000007,5.185500000000005,47.56,1,4,6,3,33,5,2,2,119.64570000000003,27,1,3,2,6
CHEMBL2113648,7.77,425.31,4.053220000000003,29.54,0,3,4,1,23,3,2,2,100.71900000000005,19,1,2,0,4
CHEMBL2113649,7.38,461.3430000000002,4.600900000000004,29.54,0,3,4,2,26,4,2,2,110.81800000000003,22,1,2,0,4
CHEMBL2113650,7.54,480.1730000000001,5.051600000000004,29.54,0,3,4,1,24,3,2,2,106.00200000000005,18,1,2,0,6
CHEMBL2308105,8.07,461.59600000000006,7.089100000000007,12.47,0,2,9,3,34,5,2,2,131.646,30,1,1,2,4
CHEMBL2402543,5.42,308.208,4.008700000000002,21.259999999999998,1,2,4,2,20,3,1,1,82.24070000000003,16,1,1,0,4
CHEMBL2402544,5.42,342.6530000000001,4.662100000000002,21.259999999999998,1,2,4,2,21,3,1,1,87.25070000000002,16,1,1,0,5
CHEMBL2402545,5.89,308.20799999999997,4.008700000000002,21.259999999999998,1,2,4,2,20,3,1,1,82.24070000000003,16,1,1,0,4
CHEMBL2402546,5.52,342.6530000000001,4.662100000000002,21.259999999999998,1,2,4,2,21,3,1,1,87.25070000000002,16,1,1,0,5
CHEMBL2402547,5.43,377.09800000000007,5.315500000000002,21.259999999999998,1,2,4,2,22,3,1,1,92.26070000000001,16,1,1,0,6
CHEMBL2402548,5.76,253.345,3.044100000000002,12.47,0,2,4,2,19,3,1,1,76.84800000000006,17,1,1,0,2
CHEMBL2402549,5.41,287.79,3.6975000000000025,12.47,0,2,4,2,20,3,1,1,81.85800000000005,17,1,1,0,3
CHEMBL2402550,5.92,322.235,4.350900000000004,12.47,0,2,4,2,21,3,1,1,86.86800000000005,17,1,1,0,4
CHEMBL2402551,5.85,287.79,3.6975000000000025,12.47,0,2,4,2,20,3,1,1,81.85800000000005,17,1,1,0,3
CHEMBL2402552,5.69,322.235,4.350900000000004,12.47,0,2,4,2,21,3,1,1,86.86800000000005,17,1,1,0,4
CHEMBL2402553,6.01,356.68000000000006,5.004300000000003,12.47,0,2,4,2,22,3,1,1,91.87800000000003,17,1,1,0,5
CHEMBL2402554,6.21,322.235,4.350900000000004,12.47,0,2,4,2,21,3,1,1,86.86800000000005,17,1,1,0,4
CHEMBL2402555,5.64,356.68000000000006,5.004300000000003,12.47,0,2,4,2,22,3,1,1,91.87800000000004,17,1,1,0,5
CHEMBL2402556,6.36,391.1250000000001,5.657700000000003,12.47,0,2,4,2,23,3,1,1,96.88800000000002,17,1,1,0,6
CHEMBL2402557,5.31,239.318,2.7019,21.259999999999998,1,2,4,2,18,3,1,1,72.22070000000004,16,1,1,0,2
CHEMBL2402558,5.44,273.763,3.3553000000000006,21.259999999999998,1,2,4,2,19,3,1,1,77.23070000000004,16,1,1,0,3
CHEMBL2402559,5.55,308.20799999999997,4.008700000000002,21.259999999999998,1,2,4,2,20,3,1,1,82.24070000000003,16,1,1,0,4
CHEMBL2402560,5.5,273.763,3.3553000000000006,21.259999999999998,1,2,4,2,19,3,1,1,77.23070000000004,16,1,1,0,3
CHEMBL3084695,7.66,327.8550000000001,4.666500000000003,21.259999999999998,1,2,4,2,23,4,2,2,93.54070000000004,20,1,1,0,3
CHEMBL3084696,7.2,362.3000000000001,5.319900000000004,21.259999999999998,1,2,4,2,24,4,2,2,98.55070000000003,20,1,1,0,4
CHEMBL3084697,6.41,396.7450000000002,5.973300000000004,21.259999999999998,1,2,4,2,25,4,2,2,103.56070000000003,20,1,1,0,5
CHEMBL3084698,7.8,362.30000000000007,5.319900000000003,21.259999999999998,1,2,4,2,24,4,2,2,98.55070000000003,20,1,1,0,4
CHEMBL3084699,5.86,361.4070000000001,5.031900000000005,21.259999999999998,1,2,4,2,26,4,2,2,93.53270000000005,21,1,1,3,5
CHEMBL3084700,6.14,362.30000000000007,5.319900000000003,21.259999999999998,1,2,4,2,24,4,2,2,98.55070000000003,20,1,1,0,4
CHEMBL3084701,6.76,327.8550000000001,4.666500000000003,21.259999999999998,1,2,4,2,23,4,2,2,93.54070000000004,20,1,1,0,3
CHEMBL3084702,5.53,431.19000000000017,6.626700000000003,21.259999999999998,1,2,4,2,26,4,2,2,108.57070000000002,20,1,1,0,6
CHEMBL3084703,6.93,293.40999999999997,4.013100000000003,21.259999999999998,1,2,4,2,22,4,2,2,88.53070000000005,20,1,1,0,2
CHEMBL3084869,7.3,325.4270000000001,4.556900000000004,12.47,0,2,4,2,24,4,2,2,93.36500000000008,21,1,1,1,3
CHEMBL3084870,7.67,341.88200000000006,5.071200000000005,12.47,0,2,4,2,24,4,2,2,98.41700000000006,21,1,1,0,3
CHEMBL3084878,6.51,321.464,4.726220000000004,12.47,0,2,4,2,24,4,2,2,98.14400000000006,22,1,1,0,2
CHEMBL3084884,7.76,376.3270000000001,5.724600000000005,12.47,0,2,4,2,25,4,2,2,103.42700000000005,21,1,1,0,4
CHEMBL3084891,5.74,322.4520000000001,4.000000000000003,38.49,1,3,4,2,24,4,2,2,97.81940000000007,21,2,1,0,3
CHEMBL3084901,6.73,375.4340000000001,5.436600000000005,12.47,0,2,4,2,27,4,2,2,98.40900000000008,22,1,1,3,5
CHEMBL3084907,7.16,325.4270000000001,4.556900000000004,12.47,0,2,4,2,24,4,2,2,93.36500000000007,21,1,1,1,3
CHEMBL3084909,7.32,343.4170000000001,4.696000000000004,12.47,0,2,4,2,25,4,2,2,93.32300000000005,21,1,1,2,4
CHEMBL3084910,6.64,341.88200000000006,5.0712000000000055,12.47,0,2,4,2,24,4,2,2,98.41700000000006,21,1,1,0,3
CHEMBL3084929,7.53,476.61100000000016,6.671300000000007,38.489999999999995,1,3,9,3,35,5,2,2,136.05839999999992,30,2,1,2,5
CHEMBL3084930,6.55,614.4780000000001,8.245400000000005,61.230000000000004,0,3,9,3,37,5,2,2,148.55199999999977,29,4,1,2,8
CHEMBL3084931,6.21,504.6460000000001,7.433300000000007,24.83,0,4,9,3,36,5,2,2,141.71499999999986,30,2,1,2,6
CHEMBL3084932,6.8,628.5050000000001,8.635500000000002,61.230000000000004,0,3,10,3,38,5,2,2,153.16899999999973,30,4,1,2,8
CHEMBL3084933,6.38,518.6730000000001,7.8234000000000075,24.83,0,4,10,3,37,5,2,2,146.3319999999998,31,2,1,2,6
CHEMBL3084934,7.7,506.59300000000013,6.997300000000007,55.61,0,4,10,3,37,5,2,2,138.3003999999999,30,2,3,2,7
CHEMBL3085018,7.19,471.5950000000001,6.363200000000006,31.06,2,2,7,4,35,6,2,2,136.31939999999992,30,3,0,2,5
CHEMBL3085019,6.18,342.43300000000005,4.269000000000004,15.27,1,2,4,2,25,4,2,2,95.37370000000004,21,2,0,2,4
CHEMBL3085020,8.21,476.5670000000001,6.095000000000005,41.57,1,3,8,3,35,5,2,2,131.95469999999997,29,2,2,2,6
CHEMBL3085021,8.25,372.45900000000006,4.024900000000003,38.489999999999995,1,3,6,2,27,4,2,2,101.32040000000005,22,2,1,2,5
CHEMBL3085022,7.54,472.57900000000006,6.790200000000007,28.259999999999998,1,2,7,4,35,6,2,2,134.26869999999997,30,2,1,2,5
CHEMBL3085023,7.9,371.4750000000001,3.5979000000000028,41.29,2,3,6,2,27,4,2,2,103.37110000000006,22,3,0,2,5
CHEMBL3085024,7.42,375.3430000000001,5.2976000000000045,15.27,1,2,4,2,25,4,2,2,105.47770000000006,21,2,0,0,4
CHEMBL3085025,7.44,340.89800000000014,4.644200000000004,15.27,1,2,4,2,24,4,2,2,100.46770000000005,21,2,0,0,3
CHEMBL3085027,8.07,328.406,3.9268000000000027,24.06,2,2,4,2,24,4,2,2,90.74640000000004,20,2,0,2,4
CHEMBL3085028,7.57,368.4710000000001,4.825200000000004,15.27,1,2,6,2,27,4,2,2,104.51370000000006,23,2,0,2,4
CHEMBL3085029,7.67,384.51400000000007,5.439300000000006,15.27,1,2,7,2,28,4,2,2,109.22470000000007,24,2,0,2,4
CHEMBL3085030,7.93,460.6120000000001,6.662100000000007,15.27,1,2,9,3,34,5,2,2,133.69669999999996,30,2,0,2,4
CHEMBL3085031,8.34,475.58300000000014,5.668000000000005,44.370000000000005,2,3,8,3,35,5,2,2,134.00539999999995,29,3,1,2,6
CHEMBL3085032,8.27,444.2330000000002,6.6044000000000045,15.27,1,2,4,2,27,4,2,2,115.49770000000004,21,2,0,0,6
CHEMBL3085033,6.91,356.4600000000001,4.611200000000005,6.48,0,2,4,2,26,4,2,2,100.00100000000005,22,2,0,2,4
CHEMBL3085532,6.5,259.349,2.4259000000000004,29.54,0,3,2,1,19,3,2,2,73.87900000000005,16,1,2,0,3
CHEMBL3093268,9.89,300.833,3.7047000000000017,6.48,0,2,4,2,21,3,1,1,90.25100000000006,18,2,0,0,3
CHEMBL3093269,8.22,300.8330000000001,3.7047000000000025,6.48,0,2,4,2,21,3,1,1,90.25100000000005,18,2,0,0,3
CHEMBL3093270,6.32,314.86,4.094800000000003,6.48,0,2,5,2,22,3,1,1,94.86800000000005,19,2,0,0,3
CHEMBL3126716,5.8,315.482,3.914400000000003,35.089999999999996,1,2,9,2,22,2,0,0,95.51410000000006,19,1,1,0,3
CHEMBL3126717,6.74,413.53300000000013,5.025300000000004,35.089999999999996,1,2,10,3,29,3,0,0,115.28510000000003,24,1,1,2,5
CHEMBL3126718,6.19,446.4430000000001,6.053900000000005,35.089999999999996,1,2,10,3,29,3,0,0,125.38910000000001,24,1,1,0,5
CHEMBL3126719,5.9,535.3450000000001,6.2721000000000044,35.089999999999996,1,2,10,3,29,3,0,0,130.76909999999998,24,1,1,0,5
CHEMBL3126720,6.62,533.3290000000002,6.783200000000006,29.1,1,2,9,3,29,3,0,0,130.3577,24,1,1,0,5
CHEMBL3126721,5.94,389.56400000000025,5.648300000000005,29.1,1,2,10,3,28,3,0,0,119.57470000000005,25,1,1,0,3
CHEMBL3126722,6.39,547.3560000000002,7.1733000000000064,29.1,1,2,10,3,30,3,0,0,134.97469999999993,25,1,1,0,5
CHEMBL3126723,4.9,301.411,2.6268399999999996,66.15,1,2,5,2,21,2,0,0,86.40480000000004,17,1,2,0,4
CHEMBL3126724,4.45,409.351,4.047600000000002,66.15,1,2,5,2,27,2,0,0,86.93480000000002,17,1,2,6,10
CHEMBL3126725,5.23,309.337,2.2882,66.15,1,2,5,2,21,2,0,0,76.84680000000003,15,1,2,2,6
CHEMBL3126726,6.05,342.24700000000007,3.3168000000000015,66.15,1,2,5,2,21,2,0,0,86.95080000000002,15,1,2,0,6
CHEMBL3126727,6.26,352.25300000000004,2.772500000000001,66.15,1,2,5,2,20,2,0,0,84.63080000000002,15,1,2,0,5
CHEMBL3126728,4.88,287.384,2.2707000000000006,52.16,1,2,5,2,20,2,0,0,81.80310000000004,16,1,2,0,4
CHEMBL3126729,5.89,549.3280000000002,5.7987000000000055,52.16,1,2,9,3,30,3,0,0,130.9091,24,1,2,0,6
CHEMBL3126730,6.53,312.265,4.774700000000003,26.02,1,2,5,2,19,2,0,0,86.25940000000003,15,1,0,0,4
CHEMBL3126731,6.32,401.16700000000003,4.992900000000002,26.02,1,2,5,2,19,2,0,0,91.63940000000002,15,1,0,0,4
